candidato,votos,electo,lista,comuna,pacto,distrito,region
41. LUIS EDUARDO HERNANDEZ CAMPOS (H),71,FALSE,LA LISTA DEL PUEBLO (D17),RAUCO,Del pueblo,D17,Maule
42. ELSA CAROLINA LABRA�A PINO (M),267,TRUE,LA LISTA DEL PUEBLO (D17),RAUCO,Del pueblo,D17,Maule
43. CARLOS HERNAN GREZ ROJAS (H),45,FALSE,LA LISTA DEL PUEBLO (D17),RAUCO,Del pueblo,D17,Maule
44. ANTONIA ELENA ROSALES BARRIENTOS (M),35,FALSE,LA LISTA DEL PUEBLO (D17),RAUCO,Del pueblo,D17,Maule
45. CLAUDIO ANTONIO MOYA MANRIQUEZ (H),76,FALSE,LA LISTA DEL PUEBLO (D17),RAUCO,Del pueblo,D17,Maule
46. CATALINA SOFIA TELLO TAPIA (M),69,FALSE,LA LISTA DEL PUEBLO (D17),RAUCO,Del pueblo,D17,Maule
1. ALEJANDRA PIA PEREZ ESPINA (M),2437,TRUE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),RECOLETA,Del pueblo,D9,Metropolitana
2. PATRICIO ALEJANDRO CACERES ESCUDERO (H),1748,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),RECOLETA,Del pueblo,D9,Metropolitana
3. GLORIA SOLEDAD PINTO BECERRA (M),3567,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),RECOLETA,Del pueblo,D9,Metropolitana
4. MATIAS NICOLAS ROA ROA (H),743,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),RECOLETA,Del pueblo,D9,Metropolitana
5. NATALIA ESTHER HENRIQUEZ CARRE�O (M),3233,TRUE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),RECOLETA,Del pueblo,D9,Metropolitana
6. MISAEL EDUARDO ARMIJO FUENTES (H),255,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),RECOLETA,Del pueblo,D9,Metropolitana
7. MARLENE ELIZABETH SOTO GODOY (M),692,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),RECOLETA,Del pueblo,D9,Metropolitana
17. ALEJANDRA DAMARIS DEPAOLI PLATTER (M),146,FALSE,MOVIMIENTO SOCIAL LA LISTA DEL PUEBLO (D22),RENAICO,Del pueblo,D22,Araucania
18. PABLO ANDRES TAPIA PINTO (H),105,FALSE,MOVIMIENTO SOCIAL LA LISTA DEL PUEBLO (D22),RENAICO,Del pueblo,D22,Araucania
19. LUZ ELIANA SANCHEZ LAGOS (M),71,FALSE,MOVIMIENTO SOCIAL LA LISTA DEL PUEBLO (D22),RENAICO,Del pueblo,D22,Araucania
20. OSCAR JAVIER SALAZAR ASTUDILLO (H),35,FALSE,MOVIMIENTO SOCIAL LA LISTA DEL PUEBLO (D22),RENAICO,Del pueblo,D22,Araucania
21. CRISTIAN ANDRES CORDOVA ARRIAGADA (H),42,FALSE,MOVIMIENTO SOCIAL LA LISTA DEL PUEBLO (D22),RENAICO,Del pueblo,D22,Araucania
1. ALEJANDRA PIA PEREZ ESPINA (M),2840,TRUE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),RENCA,Del pueblo,D9,Metropolitana
2. PATRICIO ALEJANDRO CACERES ESCUDERO (H),1039,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),RENCA,Del pueblo,D9,Metropolitana
3. GLORIA SOLEDAD PINTO BECERRA (M),1689,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),RENCA,Del pueblo,D9,Metropolitana
4. MATIAS NICOLAS ROA ROA (H),611,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),RENCA,Del pueblo,D9,Metropolitana
5. NATALIA ESTHER HENRIQUEZ CARRE�O (M),2379,TRUE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),RENCA,Del pueblo,D9,Metropolitana
6. MISAEL EDUARDO ARMIJO FUENTES (H),222,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),RENCA,Del pueblo,D9,Metropolitana
7. MARLENE ELIZABETH SOTO GODOY (M),1820,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),RENCA,Del pueblo,D9,Metropolitana
24. LORETO CRISTINA VALLEJOS DAVILA (M),1067,TRUE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),RENGO,Del pueblo,D15,OHiggins
25. ENRIQUE EDUARDO LOPEZ MENESES (H),388,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),RENGO,Del pueblo,D15,OHiggins
26. YANNETT SOLANGE ORTIZ MORALES (M),310,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),RENGO,Del pueblo,D15,OHiggins
27. ARTURO ANGEL SALDES NU�EZ (H),1260,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),RENGO,Del pueblo,D15,OHiggins
28. SEBASTIAN PATRICIO TOBAR VASQUEZ (H),246,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),RENGO,Del pueblo,D15,OHiggins
24. LORETO CRISTINA VALLEJOS DAVILA (M),716,TRUE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),REQUINOA,Del pueblo,D15,OHiggins
25. ENRIQUE EDUARDO LOPEZ MENESES (H),215,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),REQUINOA,Del pueblo,D15,OHiggins
26. YANNETT SOLANGE ORTIZ MORALES (M),191,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),REQUINOA,Del pueblo,D15,OHiggins
27. ARTURO ANGEL SALDES NU�EZ (H),138,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),REQUINOA,Del pueblo,D15,OHiggins
28. SEBASTIAN PATRICIO TOBAR VASQUEZ (H),141,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),REQUINOA,Del pueblo,D15,OHiggins
18. FRANCISCA MARYCARMEN ARAUNA URRUTIA (M),1129,TRUE,LA LISTA DEL PUEBLO MAULE SUR (D18),RETIRO,Del pueblo,D18,Maule
19. RODRIGO ALVARO NORAMBUENA ORTEGA (H),201,FALSE,LA LISTA DEL PUEBLO MAULE SUR (D18),RETIRO,Del pueblo,D18,Maule
20. PRISCILA VERONICA GONZALEZ CARRILLO (M),148,FALSE,LA LISTA DEL PUEBLO MAULE SUR (D18),RETIRO,Del pueblo,D18,Maule
21. FERNANDO SALINAS MANFREDINI (H),168,TRUE,LA LISTA DEL PUEBLO MAULE SUR (D18),RETIRO,Del pueblo,D18,Maule
22. CAMILA CONSTANZA CABALLERO RIVERA (M),192,FALSE,LA LISTA DEL PUEBLO MAULE SUR (D18),RETIRO,Del pueblo,D18,Maule
1. LISETTE LORENA VERGARA RIQUELME (M),166,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),RINCONADA,Del pueblo,D6,Valparaiso
2. CRISTOBAL PATRICIO ANDRADE LEON (H),107,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),RINCONADA,Del pueblo,D6,Valparaiso
3. VALERIA ELISA RETAMALES CORDOVA (M),86,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),RINCONADA,Del pueblo,D6,Valparaiso
4. MANUEL ALEJANDRO GATICA JORQUERA (H),68,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),RINCONADA,Del pueblo,D6,Valparaiso
5. ALEXANDRA MARIANA PEREZ CEPEDA (M),78,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),RINCONADA,Del pueblo,D6,Valparaiso
6. RUBEN SEBASTIAN MIRANDA VASQUEZ (H),34,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),RINCONADA,Del pueblo,D6,Valparaiso
7. CORINA DEL PILAR SILVA FIGUEROA (M),59,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),RINCONADA,Del pueblo,D6,Valparaiso
8. ALEXIS ADRIAN GARCIA OLIVARES (H),61,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),RINCONADA,Del pueblo,D6,Valparaiso
9. LORENA PAZ VICENCIO ARRIAGADA (M),68,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),RINCONADA,Del pueblo,D6,Valparaiso
10. NICOLE ALEJANDRA CORNEJO PINO (M),453,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),RIO BUENO,Del pueblo,D24,Los Rios
11. EDUARDO ENRIQUE RAMIREZ BLAMEY (H),96,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),RIO BUENO,Del pueblo,D24,Los Rios
12. PATRICIA CECILIA VELOSO ESTUARDO (M),230,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),RIO BUENO,Del pueblo,D24,Los Rios
13. RICARDO ESTEBAN VENEGAS CURRIHUIL (H),89,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),RIO BUENO,Del pueblo,D24,Los Rios
14. VANNIA LORENA PACHECO BUSTOS (M),130,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),RIO BUENO,Del pueblo,D24,Los Rios
15. FREDDY ANDRES SANDOVAL GONZALEZ (H),151,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),RIO BUENO,Del pueblo,D24,Los Rios
40. ANGELICA MARIA VELASQUEZ PEREZ (M),167,FALSE,LA LISTA DEL PUEBLO (D17),RIO CLARO,Del pueblo,D17,Maule
41. LUIS EDUARDO HERNANDEZ CAMPOS (H),57,FALSE,LA LISTA DEL PUEBLO (D17),RIO CLARO,Del pueblo,D17,Maule
42. ELSA CAROLINA LABRA�A PINO (M),133,TRUE,LA LISTA DEL PUEBLO (D17),RIO CLARO,Del pueblo,D17,Maule
43. CARLOS HERNAN GREZ ROJAS (H),58,FALSE,LA LISTA DEL PUEBLO (D17),RIO CLARO,Del pueblo,D17,Maule
44. ANTONIA ELENA ROSALES BARRIENTOS (M),40,FALSE,LA LISTA DEL PUEBLO (D17),RIO CLARO,Del pueblo,D17,Maule
45. CLAUDIO ANTONIO MOYA MANRIQUEZ (H),22,FALSE,LA LISTA DEL PUEBLO (D17),RIO CLARO,Del pueblo,D17,Maule
46. CATALINA SOFIA TELLO TAPIA (M),68,FALSE,LA LISTA DEL PUEBLO (D17),RIO CLARO,Del pueblo,D17,Maule
8. IVANNA DANIELA OLIVARES MIRANDA (M),53,TRUE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),RIO HURTADO,Del pueblo,D5,Coquimbo
9. DANIEL ALEJANDRO BRAVO SILVA (H),67,TRUE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),RIO HURTADO,Del pueblo,D5,Coquimbo
10. MARIA CONSUELO INFANTE CORREA (M),41,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),RIO HURTADO,Del pueblo,D5,Coquimbo
11. DIEGO IGNACIO FIGUEROA BEECHER (H),46,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),RIO HURTADO,Del pueblo,D5,Coquimbo
12. NANCY DEL CARMEN DUMAN BRITO (M),43,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),RIO HURTADO,Del pueblo,D5,Coquimbo
13. ALEX EDUARDO CORTES CARVAJAL (H),23,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),RIO HURTADO,Del pueblo,D5,Coquimbo
14. LEONARDO ALEJANDRO PASTEN TORRES (H),49,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),RIO HURTADO,Del pueblo,D5,Coquimbo
1. DEISY PAULINA AVENDA�O AVENDA�O (M),18,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)",RIO IBANEZ,Del pueblo,D27,Aisen
2. PATRICIO ORLANDO SEGURA ORTIZ (H),88,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)",RIO IBANEZ,Del pueblo,D27,Aisen
3. ILSIE BEATRIZ WOLF HERRERA (M),5,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)",RIO IBANEZ,Del pueblo,D27,Aisen
4. CECILIO ALIER AGUILAR GALINDO (H),19,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)",RIO IBANEZ,Del pueblo,D27,Aisen
5. JORGE CONTRERAS MU�OZ (H),155,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)",RIO IBANEZ,Del pueblo,D27,Aisen
1. VICTORIA PILAR ARRIAGADA OYARZUN (M),181,FALSE,LISTA DEL PUEBLO TRANSFORMANDO DESDE EL WILLI (D25),RIO NEGRO,Del pueblo,D25,Los Lagos
2. AQUILES BERNABE MERCADO RIOSECO (H),56,FALSE,LISTA DEL PUEBLO TRANSFORMANDO DESDE EL WILLI (D25),RIO NEGRO,Del pueblo,D25,Los Lagos
31. ELISA AMANDA GIUSTINIANOVICH CAMPOS (M),17,TRUE,COORDINADORA SOCIAL DE MAGALLANES (D28),RIO VERDE,Del pueblo,D28,Magallanes
32. PABLO NICOLAS CIFUENTES VLADILO (H),10,FALSE,COORDINADORA SOCIAL DE MAGALLANES (D28),RIO VERDE,Del pueblo,D28,Magallanes
33. INES ELIZABETH VIDAL ANDRADE (M),6,FALSE,COORDINADORA SOCIAL DE MAGALLANES (D28),RIO VERDE,Del pueblo,D28,Magallanes
34. PATRICIO ANDRES FUENTES OLGUIN (H),0,FALSE,COORDINADORA SOCIAL DE MAGALLANES (D28),RIO VERDE,Del pueblo,D28,Magallanes
35. JAVIER OMAR AGUILAR VERA (H),6,FALSE,COORDINADORA SOCIAL DE MAGALLANES (D28),RIO VERDE,Del pueblo,D28,Magallanes
40. ANGELICA MARIA VELASQUEZ PEREZ (M),124,FALSE,LA LISTA DEL PUEBLO (D17),ROMERAL,Del pueblo,D17,Maule
41. LUIS EDUARDO HERNANDEZ CAMPOS (H),85,FALSE,LA LISTA DEL PUEBLO (D17),ROMERAL,Del pueblo,D17,Maule
42. ELSA CAROLINA LABRA�A PINO (M),150,TRUE,LA LISTA DEL PUEBLO (D17),ROMERAL,Del pueblo,D17,Maule
43. CARLOS HERNAN GREZ ROJAS (H),60,FALSE,LA LISTA DEL PUEBLO (D17),ROMERAL,Del pueblo,D17,Maule
44. ANTONIA ELENA ROSALES BARRIENTOS (M),23,FALSE,LA LISTA DEL PUEBLO (D17),ROMERAL,Del pueblo,D17,Maule
45. CLAUDIO ANTONIO MOYA MANRIQUEZ (H),67,FALSE,LA LISTA DEL PUEBLO (D17),ROMERAL,Del pueblo,D17,Maule
46. CATALINA SOFIA TELLO TAPIA (M),53,FALSE,LA LISTA DEL PUEBLO (D17),ROMERAL,Del pueblo,D17,Maule
1. LUZ ELIANA ALCA TURRA (M),33,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),SAAVEDRA,Del pueblo,D23,Araucania
2. HELMUTH JACOBO MARTINEZ LLANCAPAN (H),1303,TRUE,ELIGE LA LISTA DEL PUEBLO (D23),SAAVEDRA,Del pueblo,D23,Araucania
3. ROSSANA ANGELICA BETANCUR ESCOBAR (M),18,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),SAAVEDRA,Del pueblo,D23,Araucania
4. ALEJANDRO MAURICIO MELLADO GATICA (H),8,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),SAAVEDRA,Del pueblo,D23,Araucania
5. MARCELA DEL CARMEN LEPILAF PILQUIMAN (M),17,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),SAAVEDRA,Del pueblo,D23,Araucania
6. MARIO JAVIER FLORES CHAVEZ (H),18,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),SAAVEDRA,Del pueblo,D23,Araucania
7. XIMENA ALARCON FUENTEALBA (M),19,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),SAAVEDRA,Del pueblo,D23,Araucania
40. ANGELICA MARIA VELASQUEZ PEREZ (M),216,FALSE,LA LISTA DEL PUEBLO (D17),SAGRADA FAMILIA,Del pueblo,D17,Maule
41. LUIS EDUARDO HERNANDEZ CAMPOS (H),106,FALSE,LA LISTA DEL PUEBLO (D17),SAGRADA FAMILIA,Del pueblo,D17,Maule
42. ELSA CAROLINA LABRA�A PINO (M),392,TRUE,LA LISTA DEL PUEBLO (D17),SAGRADA FAMILIA,Del pueblo,D17,Maule
43. CARLOS HERNAN GREZ ROJAS (H),103,FALSE,LA LISTA DEL PUEBLO (D17),SAGRADA FAMILIA,Del pueblo,D17,Maule
44. ANTONIA ELENA ROSALES BARRIENTOS (M),54,FALSE,LA LISTA DEL PUEBLO (D17),SAGRADA FAMILIA,Del pueblo,D17,Maule
45. CLAUDIO ANTONIO MOYA MANRIQUEZ (H),85,FALSE,LA LISTA DEL PUEBLO (D17),SAGRADA FAMILIA,Del pueblo,D17,Maule
46. CATALINA SOFIA TELLO TAPIA (M),100,FALSE,LA LISTA DEL PUEBLO (D17),SAGRADA FAMILIA,Del pueblo,D17,Maule
8. IVANNA DANIELA OLIVARES MIRANDA (M),4110,TRUE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),SALAMANCA,Del pueblo,D5,Coquimbo
9. DANIEL ALEJANDRO BRAVO SILVA (H),76,TRUE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),SALAMANCA,Del pueblo,D5,Coquimbo
10. MARIA CONSUELO INFANTE CORREA (M),56,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),SALAMANCA,Del pueblo,D5,Coquimbo
11. DIEGO IGNACIO FIGUEROA BEECHER (H),59,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),SALAMANCA,Del pueblo,D5,Coquimbo
12. NANCY DEL CARMEN DUMAN BRITO (M),81,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),SALAMANCA,Del pueblo,D5,Coquimbo
13. ALEX EDUARDO CORTES CARVAJAL (H),38,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),SALAMANCA,Del pueblo,D5,Coquimbo
14. LEONARDO ALEJANDRO PASTEN TORRES (H),54,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),SALAMANCA,Del pueblo,D5,Coquimbo
63. CAMILA IGNACIA ZARATE ZARATE (M),1697,TRUE,LA LISTA DEL PUEBLO (D7),SAN ANTONIO,Del pueblo,D7,Valparaiso
64. PABLO ALEJANDRO DONOSO CHRISTIE (H),2202,FALSE,LA LISTA DEL PUEBLO (D7),SAN ANTONIO,Del pueblo,D7,Valparaiso
65. TANIA ISABEL MADRIAGA FLORES (M),878,TRUE,LA LISTA DEL PUEBLO (D7),SAN ANTONIO,Del pueblo,D7,Valparaiso
66. TOMAS IGNACIO LAGOMARSINO GUZMAN (H),276,FALSE,LA LISTA DEL PUEBLO (D7),SAN ANTONIO,Del pueblo,D7,Valparaiso
67. PAMELA VIVANCO MONTERO (M),308,FALSE,LA LISTA DEL PUEBLO (D7),SAN ANTONIO,Del pueblo,D7,Valparaiso
68. ISAIAS ANTONIO ROJAS PE�A (H),139,FALSE,LA LISTA DEL PUEBLO (D7),SAN ANTONIO,Del pueblo,D7,Valparaiso
69. SONIA DEL CARMEN CACERES GONZALEZ (M),323,FALSE,LA LISTA DEL PUEBLO (D7),SAN ANTONIO,Del pueblo,D7,Valparaiso
70. FRANCISCO JAVIER SILVA BUSTAMANTE (H),196,FALSE,LA LISTA DEL PUEBLO (D7),SAN ANTONIO,Del pueblo,D7,Valparaiso
22. JOSEFA ANDREA FAUNDEZ ESPINOZA (M),4563,FALSE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),SAN BERNARDO,Del pueblo,D14,Metropolitana
23. FRANCISCO JAVIER CAAMA�O ROJAS (H),6199,TRUE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),SAN BERNARDO,Del pueblo,D14,Metropolitana
24. CAROLINA  LASSALLE ALCERRECA (M),1799,FALSE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),SAN BERNARDO,Del pueblo,D14,Metropolitana
25. RODRIGO ENRIQUE URZUA CHAVEZ (H),2736,FALSE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),SAN BERNARDO,Del pueblo,D14,Metropolitana
26. CLAUDIA ACEVEDO MORALES (M),3818,FALSE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),SAN BERNARDO,Del pueblo,D14,Metropolitana
5. MARIA CONSUELO VILLASE�OR SOTO (M),295,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",SAN CARLOS,Del pueblo,D19,BioBio
6. CESAR  URIBE ARAYA (H),1999,TRUE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",SAN CARLOS,Del pueblo,D19,BioBio
7. MISAELA  CORTEZ SANHUEZA (M),98,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",SAN CARLOS,Del pueblo,D19,BioBio
8. NELSON ENRIQUE AGURTO PAVEZ (H),123,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",SAN CARLOS,Del pueblo,D19,BioBio
9. XIMENA  PACHECO GONZALEZ (M),454,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",SAN CARLOS,Del pueblo,D19,BioBio
10. SERGIO HUMBERTO FONSECA HENRIQUEZ (H),66,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",SAN CARLOS,Del pueblo,D19,BioBio
40. ANGELICA MARIA VELASQUEZ PEREZ (M),355,FALSE,LA LISTA DEL PUEBLO (D17),SAN CLEMENTE,Del pueblo,D17,Maule
41. LUIS EDUARDO HERNANDEZ CAMPOS (H),142,FALSE,LA LISTA DEL PUEBLO (D17),SAN CLEMENTE,Del pueblo,D17,Maule
42. ELSA CAROLINA LABRA�A PINO (M),142,TRUE,LA LISTA DEL PUEBLO (D17),SAN CLEMENTE,Del pueblo,D17,Maule
43. CARLOS HERNAN GREZ ROJAS (H),86,FALSE,LA LISTA DEL PUEBLO (D17),SAN CLEMENTE,Del pueblo,D17,Maule
44. ANTONIA ELENA ROSALES BARRIENTOS (M),129,FALSE,LA LISTA DEL PUEBLO (D17),SAN CLEMENTE,Del pueblo,D17,Maule
45. CLAUDIO ANTONIO MOYA MANRIQUEZ (H),73,FALSE,LA LISTA DEL PUEBLO (D17),SAN CLEMENTE,Del pueblo,D17,Maule
46. CATALINA SOFIA TELLO TAPIA (M),161,FALSE,LA LISTA DEL PUEBLO (D17),SAN CLEMENTE,Del pueblo,D17,Maule
1. LISETTE LORENA VERGARA RIQUELME (M),276,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),SAN ESTEBAN,Del pueblo,D6,Valparaiso
2. CRISTOBAL PATRICIO ANDRADE LEON (H),151,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),SAN ESTEBAN,Del pueblo,D6,Valparaiso
3. VALERIA ELISA RETAMALES CORDOVA (M),190,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),SAN ESTEBAN,Del pueblo,D6,Valparaiso
4. MANUEL ALEJANDRO GATICA JORQUERA (H),95,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),SAN ESTEBAN,Del pueblo,D6,Valparaiso
5. ALEXANDRA MARIANA PEREZ CEPEDA (M),148,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),SAN ESTEBAN,Del pueblo,D6,Valparaiso
6. RUBEN SEBASTIAN MIRANDA VASQUEZ (H),103,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),SAN ESTEBAN,Del pueblo,D6,Valparaiso
7. CORINA DEL PILAR SILVA FIGUEROA (M),108,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),SAN ESTEBAN,Del pueblo,D6,Valparaiso
8. ALEXIS ADRIAN GARCIA OLIVARES (H),84,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),SAN ESTEBAN,Del pueblo,D6,Valparaiso
9. LORENA PAZ VICENCIO ARRIAGADA (M),107,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),SAN ESTEBAN,Del pueblo,D6,Valparaiso
5. MARIA CONSUELO VILLASE�OR SOTO (M),24,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",SAN FABIAN,Del pueblo,D19,BioBio
6. CESAR  URIBE ARAYA (H),1839,TRUE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",SAN FABIAN,Del pueblo,D19,BioBio
7. MISAELA  CORTEZ SANHUEZA (M),4,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",SAN FABIAN,Del pueblo,D19,BioBio
8. NELSON ENRIQUE AGURTO PAVEZ (H),3,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",SAN FABIAN,Del pueblo,D19,BioBio
9. XIMENA  PACHECO GONZALEZ (M),17,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",SAN FABIAN,Del pueblo,D19,BioBio
10. SERGIO HUMBERTO FONSECA HENRIQUEZ (H),6,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",SAN FABIAN,Del pueblo,D19,BioBio
1. LISETTE LORENA VERGARA RIQUELME (M),734,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),SAN FELIPE,Del pueblo,D6,Valparaiso
2. CRISTOBAL PATRICIO ANDRADE LEON (H),469,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),SAN FELIPE,Del pueblo,D6,Valparaiso
3. VALERIA ELISA RETAMALES CORDOVA (M),547,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),SAN FELIPE,Del pueblo,D6,Valparaiso
4. MANUEL ALEJANDRO GATICA JORQUERA (H),204,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),SAN FELIPE,Del pueblo,D6,Valparaiso
5. ALEXANDRA MARIANA PEREZ CEPEDA (M),341,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),SAN FELIPE,Del pueblo,D6,Valparaiso
6. RUBEN SEBASTIAN MIRANDA VASQUEZ (H),196,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),SAN FELIPE,Del pueblo,D6,Valparaiso
7. CORINA DEL PILAR SILVA FIGUEROA (M),305,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),SAN FELIPE,Del pueblo,D6,Valparaiso
8. ALEXIS ADRIAN GARCIA OLIVARES (H),145,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),SAN FELIPE,Del pueblo,D6,Valparaiso
