candidato,votos,electo,lista,comuna,pacto,distrito,region
7. CORINA DEL PILAR SILVA FIGUEROA (M),87,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),HIJUELAS,Del pueblo,D6,Valparaiso
8. ALEXIS ADRIAN GARCIA OLIVARES (H),73,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),HIJUELAS,Del pueblo,D6,Valparaiso
9. LORENA PAZ VICENCIO ARRIAGADA (M),151,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),HIJUELAS,Del pueblo,D6,Valparaiso
1. ADRIANA CAMILA AMPUERO BARRIENTOS (M),87,TRUE,INSULARES E INDEPENDIENTES (D26),HUALAIHUE,Del pueblo,D26,Los Lagos
2. CHRISTIAN ALEJANDRO RUIZ BAHAMONDE (H),27,FALSE,INSULARES E INDEPENDIENTES (D26),HUALAIHUE,Del pueblo,D26,Los Lagos
3. CLEMENTINA LEPIO MILIPICHUN (M),32,FALSE,INSULARES E INDEPENDIENTES (D26),HUALAIHUE,Del pueblo,D26,Los Lagos
4. DIEGO NICOLAS VALLEJOS GUZMAN (H),66,FALSE,INSULARES E INDEPENDIENTES (D26),HUALAIHUE,Del pueblo,D26,Los Lagos
5. NOELIA DEL CARMEN OJEDA VARGAS (M),25,FALSE,INSULARES E INDEPENDIENTES (D26),HUALAIHUE,Del pueblo,D26,Los Lagos
6. MIGUEL ANGEL MALDONADO CATALAN (H),29,FALSE,INSULARES E INDEPENDIENTES (D26),HUALAIHUE,Del pueblo,D26,Los Lagos
40. ANGELICA MARIA VELASQUEZ PEREZ (M),126,FALSE,LA LISTA DEL PUEBLO (D17),HUALANE,Del pueblo,D17,Maule
41. LUIS EDUARDO HERNANDEZ CAMPOS (H),68,FALSE,LA LISTA DEL PUEBLO (D17),HUALANE,Del pueblo,D17,Maule
42. ELSA CAROLINA LABRA�A PINO (M),103,TRUE,LA LISTA DEL PUEBLO (D17),HUALANE,Del pueblo,D17,Maule
43. CARLOS HERNAN GREZ ROJAS (H),23,FALSE,LA LISTA DEL PUEBLO (D17),HUALANE,Del pueblo,D17,Maule
44. ANTONIA ELENA ROSALES BARRIENTOS (M),19,FALSE,LA LISTA DEL PUEBLO (D17),HUALANE,Del pueblo,D17,Maule
45. CLAUDIO ANTONIO MOYA MANRIQUEZ (H),25,FALSE,LA LISTA DEL PUEBLO (D17),HUALANE,Del pueblo,D17,Maule
46. CATALINA SOFIA TELLO TAPIA (M),37,FALSE,LA LISTA DEL PUEBLO (D17),HUALANE,Del pueblo,D17,Maule
43. ROSSANA LORETO VIDAL HERNANDEZ (M),1261,TRUE,LA LISTA DEL PUEBLO(D20),HUALPEN,Del pueblo,D20,BioBio
44. RICARDO HERNAN MAHNKE CONTRERAS (H),689,FALSE,LA LISTA DEL PUEBLO(D20),HUALPEN,Del pueblo,D20,BioBio
45. MARIA CONSUELO MOLINA RODRIGUEZ (M),354,FALSE,LA LISTA DEL PUEBLO(D20),HUALPEN,Del pueblo,D20,BioBio
46. CARLOS RODRIGO CONCHA ESCANDON (H),430,FALSE,LA LISTA DEL PUEBLO(D20),HUALPEN,Del pueblo,D20,BioBio
47. LIDIA ISABEL ESPINOZA SANHUEZA (M),228,FALSE,LA LISTA DEL PUEBLO(D20),HUALPEN,Del pueblo,D20,BioBio
48. FERNANDO ENRIQUE DAZA MARDONES (H),408,FALSE,LA LISTA DEL PUEBLO(D20),HUALPEN,Del pueblo,D20,BioBio
49. MARIA VALERIA MELGAREJO TOLEDO (M),246,FALSE,LA LISTA DEL PUEBLO(D20),HUALPEN,Del pueblo,D20,BioBio
50. MIGUEL ESTEBAN ERICES ARROYO (H),328,FALSE,LA LISTA DEL PUEBLO(D20),HUALPEN,Del pueblo,D20,BioBio
43. ROSSANA LORETO VIDAL HERNANDEZ (M),306,TRUE,LA LISTA DEL PUEBLO(D20),HUALQUI,Del pueblo,D20,BioBio
44. RICARDO HERNAN MAHNKE CONTRERAS (H),187,FALSE,LA LISTA DEL PUEBLO(D20),HUALQUI,Del pueblo,D20,BioBio
45. MARIA CONSUELO MOLINA RODRIGUEZ (M),95,FALSE,LA LISTA DEL PUEBLO(D20),HUALQUI,Del pueblo,D20,BioBio
46. CARLOS RODRIGO CONCHA ESCANDON (H),73,FALSE,LA LISTA DEL PUEBLO(D20),HUALQUI,Del pueblo,D20,BioBio
47. LIDIA ISABEL ESPINOZA SANHUEZA (M),98,FALSE,LA LISTA DEL PUEBLO(D20),HUALQUI,Del pueblo,D20,BioBio
48. FERNANDO ENRIQUE DAZA MARDONES (H),115,FALSE,LA LISTA DEL PUEBLO(D20),HUALQUI,Del pueblo,D20,BioBio
49. MARIA VALERIA MELGAREJO TOLEDO (M),37,FALSE,LA LISTA DEL PUEBLO(D20),HUALQUI,Del pueblo,D20,BioBio
50. MIGUEL ESTEBAN ERICES ARROYO (H),55,FALSE,LA LISTA DEL PUEBLO(D20),HUALQUI,Del pueblo,D20,BioBio
1. CONSTANZA ANDREA SAN JUAN STANDEN (M),176,TRUE,ASAMBLEA CONSTITUYENTE ATACAMA,HUASCO,Del pueblo,D4,Atacama
2. FABIAN CRISTHIAN ARMANDO RABI ORTIZ (H),21,FALSE,ASAMBLEA CONSTITUYENTE ATACAMA,HUASCO,Del pueblo,D4,Atacama
3. MARIA PILAR TRIVI�O GONZALEZ (M),1799,FALSE,ASAMBLEA CONSTITUYENTE ATACAMA,HUASCO,Del pueblo,D4,Atacama
4. OCTAVIO SEBASTIAN ECHEVERRIA ALFARO (H),30,FALSE,ASAMBLEA CONSTITUYENTE ATACAMA,HUASCO,Del pueblo,D4,Atacama
5. SILVIA EDITH RODRIGUEZ ROBLES (M),24,FALSE,ASAMBLEA CONSTITUYENTE ATACAMA,HUASCO,Del pueblo,D4,Atacama
6. RAUL FERNANDO MIRANDA SILVA (H),15,FALSE,ASAMBLEA CONSTITUYENTE ATACAMA,HUASCO,Del pueblo,D4,Atacama
1. ALEJANDRA PIA PEREZ ESPINA (M),1414,TRUE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),HUECHURABA,Del pueblo,D9,Metropolitana
2. PATRICIO ALEJANDRO CACERES ESCUDERO (H),776,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),HUECHURABA,Del pueblo,D9,Metropolitana
3. GLORIA SOLEDAD PINTO BECERRA (M),1578,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),HUECHURABA,Del pueblo,D9,Metropolitana
4. MATIAS NICOLAS ROA ROA (H),499,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),HUECHURABA,Del pueblo,D9,Metropolitana
5. NATALIA ESTHER HENRIQUEZ CARRE�O (M),1837,TRUE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),HUECHURABA,Del pueblo,D9,Metropolitana
6. MISAEL EDUARDO ARMIJO FUENTES (H),150,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),HUECHURABA,Del pueblo,D9,Metropolitana
7. MARLENE ELIZABETH SOTO GODOY (M),621,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),HUECHURABA,Del pueblo,D9,Metropolitana
8. IVANNA DANIELA OLIVARES MIRANDA (M),3697,TRUE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),ILLAPEL,Del pueblo,D5,Coquimbo
9. DANIEL ALEJANDRO BRAVO SILVA (H),155,TRUE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),ILLAPEL,Del pueblo,D5,Coquimbo
10. MARIA CONSUELO INFANTE CORREA (M),115,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),ILLAPEL,Del pueblo,D5,Coquimbo
11. DIEGO IGNACIO FIGUEROA BEECHER (H),64,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),ILLAPEL,Del pueblo,D5,Coquimbo
12. NANCY DEL CARMEN DUMAN BRITO (M),134,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),ILLAPEL,Del pueblo,D5,Coquimbo
13. ALEX EDUARDO CORTES CARVAJAL (H),97,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),ILLAPEL,Del pueblo,D5,Coquimbo
14. LEONARDO ALEJANDRO PASTEN TORRES (H),74,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),ILLAPEL,Del pueblo,D5,Coquimbo
1. ALEJANDRA PIA PEREZ ESPINA (M),1166,TRUE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),INDEPENDENCIA,Del pueblo,D9,Metropolitana
2. PATRICIO ALEJANDRO CACERES ESCUDERO (H),573,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),INDEPENDENCIA,Del pueblo,D9,Metropolitana
3. GLORIA SOLEDAD PINTO BECERRA (M),2019,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),INDEPENDENCIA,Del pueblo,D9,Metropolitana
4. MATIAS NICOLAS ROA ROA (H),428,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),INDEPENDENCIA,Del pueblo,D9,Metropolitana
5. NATALIA ESTHER HENRIQUEZ CARRE�O (M),1724,TRUE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),INDEPENDENCIA,Del pueblo,D9,Metropolitana
6. MISAEL EDUARDO ARMIJO FUENTES (H),88,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),INDEPENDENCIA,Del pueblo,D9,Metropolitana
7. MARLENE ELIZABETH SOTO GODOY (M),446,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),INDEPENDENCIA,Del pueblo,D9,Metropolitana
22. JOSEFA ANDREA FAUNDEZ ESPINOZA (M),1506,FALSE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),ISLA DE MAIPO,Del pueblo,D14,Metropolitana
23. FRANCISCO JAVIER CAAMA�O ROJAS (H),1086,TRUE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),ISLA DE MAIPO,Del pueblo,D14,Metropolitana
24. CAROLINA  LASSALLE ALCERRECA (M),176,FALSE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),ISLA DE MAIPO,Del pueblo,D14,Metropolitana
25. RODRIGO ENRIQUE URZUA CHAVEZ (H),112,FALSE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),ISLA DE MAIPO,Del pueblo,D14,Metropolitana
26. CLAUDIA ACEVEDO MORALES (M),249,FALSE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),ISLA DE MAIPO,Del pueblo,D14,Metropolitana
63. CAMILA IGNACIA ZARATE ZARATE (M),111,TRUE,LA LISTA DEL PUEBLO (D7),ISLA DE PASCUA,Del pueblo,D7,Valparaiso
64. PABLO ALEJANDRO DONOSO CHRISTIE (H),67,FALSE,LA LISTA DEL PUEBLO (D7),ISLA DE PASCUA,Del pueblo,D7,Valparaiso
65. TANIA ISABEL MADRIAGA FLORES (M),31,TRUE,LA LISTA DEL PUEBLO (D7),ISLA DE PASCUA,Del pueblo,D7,Valparaiso
66. TOMAS IGNACIO LAGOMARSINO GUZMAN (H),10,FALSE,LA LISTA DEL PUEBLO (D7),ISLA DE PASCUA,Del pueblo,D7,Valparaiso
67. PAMELA VIVANCO MONTERO (M),45,FALSE,LA LISTA DEL PUEBLO (D7),ISLA DE PASCUA,Del pueblo,D7,Valparaiso
68. ISAIAS ANTONIO ROJAS PE�A (H),11,FALSE,LA LISTA DEL PUEBLO (D7),ISLA DE PASCUA,Del pueblo,D7,Valparaiso
69. SONIA DEL CARMEN CACERES GONZALEZ (M),25,FALSE,LA LISTA DEL PUEBLO (D7),ISLA DE PASCUA,Del pueblo,D7,Valparaiso
70. FRANCISCO JAVIER SILVA BUSTAMANTE (H),9,FALSE,LA LISTA DEL PUEBLO (D7),ISLA DE PASCUA,Del pueblo,D7,Valparaiso
63. CAMILA IGNACIA ZARATE ZARATE (M),5,TRUE,LA LISTA DEL PUEBLO (D7),JUAN FERNANDEZ,Del pueblo,D7,Valparaiso
64. PABLO ALEJANDRO DONOSO CHRISTIE (H),4,FALSE,LA LISTA DEL PUEBLO (D7),JUAN FERNANDEZ,Del pueblo,D7,Valparaiso
65. TANIA ISABEL MADRIAGA FLORES (M),0,TRUE,LA LISTA DEL PUEBLO (D7),JUAN FERNANDEZ,Del pueblo,D7,Valparaiso
66. TOMAS IGNACIO LAGOMARSINO GUZMAN (H),2,FALSE,LA LISTA DEL PUEBLO (D7),JUAN FERNANDEZ,Del pueblo,D7,Valparaiso
67. PAMELA VIVANCO MONTERO (M),2,FALSE,LA LISTA DEL PUEBLO (D7),JUAN FERNANDEZ,Del pueblo,D7,Valparaiso
68. ISAIAS ANTONIO ROJAS PE�A (H),0,FALSE,LA LISTA DEL PUEBLO (D7),JUAN FERNANDEZ,Del pueblo,D7,Valparaiso
69. SONIA DEL CARMEN CACERES GONZALEZ (M),0,FALSE,LA LISTA DEL PUEBLO (D7),JUAN FERNANDEZ,Del pueblo,D7,Valparaiso
70. FRANCISCO JAVIER SILVA BUSTAMANTE (H),1,FALSE,LA LISTA DEL PUEBLO (D7),JUAN FERNANDEZ,Del pueblo,D7,Valparaiso
40. INGRID FERNANDA VILLENA NARBONA (M),3073,TRUE,LA LISTA DEL PUEBLO (D13),LA CISTERNA,Del pueblo,D13,Metropolitana
41. RODRIGO ERNESTO ROJAS VADE (H),2361,TRUE,LA LISTA DEL PUEBLO (D13),LA CISTERNA,Del pueblo,D13,Metropolitana
42. CAMILA FERNANDA TORRES POVEA (M),1040,FALSE,LA LISTA DEL PUEBLO (D13),LA CISTERNA,Del pueblo,D13,Metropolitana
43. ANDRES ALEJANDRO CUEVAS NAVALON (H),440,FALSE,LA LISTA DEL PUEBLO (D13),LA CISTERNA,Del pueblo,D13,Metropolitana
44. MARCELA ALEJANDRA SARMIENTO CERDA (M),425,FALSE,LA LISTA DEL PUEBLO (D13),LA CISTERNA,Del pueblo,D13,Metropolitana
45. JESUS MOISES COLQUE ROA (H),475,FALSE,LA LISTA DEL PUEBLO (D13),LA CISTERNA,Del pueblo,D13,Metropolitana
1. LISETTE LORENA VERGARA RIQUELME (M),243,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),LA CRUZ,Del pueblo,D6,Valparaiso
2. CRISTOBAL PATRICIO ANDRADE LEON (H),154,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),LA CRUZ,Del pueblo,D6,Valparaiso
3. VALERIA ELISA RETAMALES CORDOVA (M),126,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),LA CRUZ,Del pueblo,D6,Valparaiso
4. MANUEL ALEJANDRO GATICA JORQUERA (H),107,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),LA CRUZ,Del pueblo,D6,Valparaiso
5. ALEXANDRA MARIANA PEREZ CEPEDA (M),169,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),LA CRUZ,Del pueblo,D6,Valparaiso
6. RUBEN SEBASTIAN MIRANDA VASQUEZ (H),103,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),LA CRUZ,Del pueblo,D6,Valparaiso
7. CORINA DEL PILAR SILVA FIGUEROA (M),132,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),LA CRUZ,Del pueblo,D6,Valparaiso
8. ALEXIS ADRIAN GARCIA OLIVARES (H),64,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),LA CRUZ,Del pueblo,D6,Valparaiso
9. LORENA PAZ VICENCIO ARRIAGADA (M),175,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),LA CRUZ,Del pueblo,D6,Valparaiso
26. GLORIA DEL TRANSITO ALVARADO JORQUERA (M),148,TRUE,CORRIENTES INDEPENDIENTES (D16),LA ESTRELLA,Del pueblo,D16,OHiggins
27. IANCU ANDRES CORDESCU DONOSO (H),16,FALSE,CORRIENTES INDEPENDIENTES (D16),LA ESTRELLA,Del pueblo,D16,OHiggins
28. FLOR MARIA ILIC GARCIA (M),43,FALSE,CORRIENTES INDEPENDIENTES (D16),LA ESTRELLA,Del pueblo,D16,OHiggins
29. CADUDZZI OSVALDO SALAS VERA (H),25,FALSE,CORRIENTES INDEPENDIENTES (D16),LA ESTRELLA,Del pueblo,D16,OHiggins
30. KATHERINE ELIZABETH VILLIBARES VILLIBARES (M),17,FALSE,CORRIENTES INDEPENDIENTES (D16),LA ESTRELLA,Del pueblo,D16,OHiggins
31. FRANCISCO GUILLERMO VALENZUELA AVILA (H),32,FALSE,CORRIENTES INDEPENDIENTES (D16),LA ESTRELLA,Del pueblo,D16,OHiggins
30. GIOVANNA JAZMIN GRANDON CARO (M),6939,TRUE,LA LISTA DEL PUEBLO DISTRITO 12 (D12),LA FLORIDA,Del pueblo,D12,Metropolitana
31. RAFAEL IGNACIO SOTOMAYOR NARBONA (H),6447,FALSE,LA LISTA DEL PUEBLO DISTRITO 12 (D12),LA FLORIDA,Del pueblo,D12,Metropolitana
32. CAMILA VANESSA CARTES CORDERO (M),4037,FALSE,LA LISTA DEL PUEBLO DISTRITO 12 (D12),LA FLORIDA,Del pueblo,D12,Metropolitana
33. ALEX EDUARDO FLORES ESPINOZA (H),2317,FALSE,LA LISTA DEL PUEBLO DISTRITO 12 (D12),LA FLORIDA,Del pueblo,D12,Metropolitana
34. TAMARA GRISELDA AVELLO VASQUEZ (M),2048,FALSE,LA LISTA DEL PUEBLO DISTRITO 12 (D12),LA FLORIDA,Del pueblo,D12,Metropolitana
35. DIEGO ALFONSO INFANTE SCHKOLNIK (H),1112,FALSE,LA LISTA DEL PUEBLO DISTRITO 12 (D12),LA FLORIDA,Del pueblo,D12,Metropolitana
54. JUANA VERONICA MILLAL SANDOVAL (M),2095,FALSE,LA LISTA DEL PUEBLO (D10),LA GRANJA,Del pueblo,D10,Metropolitana
55. MANUEL MAURICIO WOLDARSKY GONZALEZ (H),1705,TRUE,LA LISTA DEL PUEBLO (D10),LA GRANJA,Del pueblo,D10,Metropolitana
56. PATRICIA STEFANIA NAVARRETE CORTES (M),942,FALSE,LA LISTA DEL PUEBLO (D10),LA GRANJA,Del pueblo,D10,Metropolitana
57. ANDRES MATIAS SALDIAS SALGADO (H),529,FALSE,LA LISTA DEL PUEBLO (D10),LA GRANJA,Del pueblo,D10,Metropolitana
58. PAULINA ALEJANDRA ACEVEDO MENANTEAU (M),701,FALSE,LA LISTA DEL PUEBLO (D10),LA GRANJA,Del pueblo,D10,Metropolitana
59. ALEXIS CRISTOPHER GARRIDO NU�EZ (H),1465,FALSE,LA LISTA DEL PUEBLO (D10),LA GRANJA,Del pueblo,D10,Metropolitana
60. VERONICA MILITZA GUZMAN QUILAQUEO (M),954,FALSE,LA LISTA DEL PUEBLO (D10),LA GRANJA,Del pueblo,D10,Metropolitana
61. DANIEL ISAIAS MARTINEZ BARRERA (H),296,FALSE,LA LISTA DEL PUEBLO (D10),LA GRANJA,Del pueblo,D10,Metropolitana
8. IVANNA DANIELA OLIVARES MIRANDA (M),58,TRUE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),LA HIGUERA,Del pueblo,D5,Coquimbo
9. DANIEL ALEJANDRO BRAVO SILVA (H),52,TRUE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),LA HIGUERA,Del pueblo,D5,Coquimbo
10. MARIA CONSUELO INFANTE CORREA (M),20,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),LA HIGUERA,Del pueblo,D5,Coquimbo
11. DIEGO IGNACIO FIGUEROA BEECHER (H),37,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),LA HIGUERA,Del pueblo,D5,Coquimbo
12. NANCY DEL CARMEN DUMAN BRITO (M),232,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),LA HIGUERA,Del pueblo,D5,Coquimbo
13. ALEX EDUARDO CORTES CARVAJAL (H),31,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),LA HIGUERA,Del pueblo,D5,Coquimbo
14. LEONARDO ALEJANDRO PASTEN TORRES (H),46,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),LA HIGUERA,Del pueblo,D5,Coquimbo
1. LISETTE LORENA VERGARA RIQUELME (M),350,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),LA LIGUA,Del pueblo,D6,Valparaiso
2. CRISTOBAL PATRICIO ANDRADE LEON (H),189,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),LA LIGUA,Del pueblo,D6,Valparaiso
3. VALERIA ELISA RETAMALES CORDOVA (M),138,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),LA LIGUA,Del pueblo,D6,Valparaiso
4. MANUEL ALEJANDRO GATICA JORQUERA (H),116,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),LA LIGUA,Del pueblo,D6,Valparaiso
5. ALEXANDRA MARIANA PEREZ CEPEDA (M),139,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),LA LIGUA,Del pueblo,D6,Valparaiso
6. RUBEN SEBASTIAN MIRANDA VASQUEZ (H),124,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),LA LIGUA,Del pueblo,D6,Valparaiso
7. CORINA DEL PILAR SILVA FIGUEROA (M),170,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),LA LIGUA,Del pueblo,D6,Valparaiso
8. ALEXIS ADRIAN GARCIA OLIVARES (H),91,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),LA LIGUA,Del pueblo,D6,Valparaiso
9. LORENA PAZ VICENCIO ARRIAGADA (M),203,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),LA LIGUA,Del pueblo,D6,Valparaiso
30. GIOVANNA JAZMIN GRANDON CARO (M),2962,TRUE,LA LISTA DEL PUEBLO DISTRITO 12 (D12),LA PINTANA,Del pueblo,D12,Metropolitana
31. RAFAEL IGNACIO SOTOMAYOR NARBONA (H),1551,FALSE,LA LISTA DEL PUEBLO DISTRITO 12 (D12),LA PINTANA,Del pueblo,D12,Metropolitana
32. CAMILA VANESSA CARTES CORDERO (M),1681,FALSE,LA LISTA DEL PUEBLO DISTRITO 12 (D12),LA PINTANA,Del pueblo,D12,Metropolitana
33. ALEX EDUARDO FLORES ESPINOZA (H),769,FALSE,LA LISTA DEL PUEBLO DISTRITO 12 (D12),LA PINTANA,Del pueblo,D12,Metropolitana
34. TAMARA GRISELDA AVELLO VASQUEZ (M),820,FALSE,LA LISTA DEL PUEBLO DISTRITO 12 (D12),LA PINTANA,Del pueblo,D12,Metropolitana
35. DIEGO ALFONSO INFANTE SCHKOLNIK (H),463,FALSE,LA LISTA DEL PUEBLO DISTRITO 12 (D12),LA PINTANA,Del pueblo,D12,Metropolitana
21. SOLEDAD MELLA VIDAL (M),1757,FALSE,MOVIMIENTO SOCIAL CONSTITUYENTE -  LA LISTA DEL PUEBLO (D11),LA REINA,Del pueblo,D11,Metropolitana
22. ELEDIN PARRAGUEZ LIZANA (H),491,FALSE,MOVIMIENTO SOCIAL CONSTITUYENTE -  LA LISTA DEL PUEBLO (D11),LA REINA,Del pueblo,D11,Metropolitana
23. SONIA ULLOA TORO (M),505,FALSE,MOVIMIENTO SOCIAL CONSTITUYENTE -  LA LISTA DEL PUEBLO (D11),LA REINA,Del pueblo,D11,Metropolitana
24. NICOLAS ROMERO REEVES (H),947,FALSE,MOVIMIENTO SOCIAL CONSTITUYENTE -  LA LISTA DEL PUEBLO (D11),LA REINA,Del pueblo,D11,Metropolitana
25. DANIELA KING REYES (M),1341,FALSE,MOVIMIENTO SOCIAL CONSTITUYENTE -  LA LISTA DEL PUEBLO (D11),LA REINA,Del pueblo,D11,Metropolitana
26. JUAN EDUARDO BAEZA CARRASCO (H),211,FALSE,MOVIMIENTO SOCIAL CONSTITUYENTE -  LA LISTA DEL PUEBLO (D11),LA REINA,Del pueblo,D11,Metropolitana
27. CAROLINA CIFUENTES CASTILLO (M),500,FALSE,MOVIMIENTO SOCIAL CONSTITUYENTE -  LA LISTA DEL PUEBLO (D11),LA REINA,Del pueblo,D11,Metropolitana
8. IVANNA DANIELA OLIVARES MIRANDA (M),4881,TRUE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),LA SERENA,Del pueblo,D5,Coquimbo
9. DANIEL ALEJANDRO BRAVO SILVA (H),4263,TRUE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),LA SERENA,Del pueblo,D5,Coquimbo
10. MARIA CONSUELO INFANTE CORREA (M),1096,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),LA SERENA,Del pueblo,D5,Coquimbo
11. DIEGO IGNACIO FIGUEROA BEECHER (H),2542,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),LA SERENA,Del pueblo,D5,Coquimbo
12. NANCY DEL CARMEN DUMAN BRITO (M),2361,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),LA SERENA,Del pueblo,D5,Coquimbo
13. ALEX EDUARDO CORTES CARVAJAL (H),1177,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),LA SERENA,Del pueblo,D5,Coquimbo
14. LEONARDO ALEJANDRO PASTEN TORRES (H),1835,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),LA SERENA,Del pueblo,D5,Coquimbo
10. NICOLE ALEJANDRA CORNEJO PINO (M),444,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),LA UNION,Del pueblo,D24,Los Rios
11. EDUARDO ENRIQUE RAMIREZ BLAMEY (H),101,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),LA UNION,Del pueblo,D24,Los Rios
12. PATRICIA CECILIA VELOSO ESTUARDO (M),365,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),LA UNION,Del pueblo,D24,Los Rios
13. RICARDO ESTEBAN VENEGAS CURRIHUIL (H),97,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),LA UNION,Del pueblo,D24,Los Rios
14. VANNIA LORENA PACHECO BUSTOS (M),111,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),LA UNION,Del pueblo,D24,Los Rios
15. FREDDY ANDRES SANDOVAL GONZALEZ (H),102,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),LA UNION,Del pueblo,D24,Los Rios
10. NICOLE ALEJANDRA CORNEJO PINO (M),105,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),LAGO RANCO,Del pueblo,D24,Los Rios
